Accession,Species,Length,Geo_Location,Host
MT576645,Severe acute respiratory syndrome-related coronavirus,29881,Poland,Homo sapiens
MT576689,Severe acute respiratory syndrome-related coronavirus,29871,Bangladesh,Homo sapiens
MT578015,Severe acute respiratory syndrome-related coronavirus,29902,USA,Homo sapiens
MT578016,Severe acute respiratory syndrome-related coronavirus,29855,Bangladesh,Homo sapiens
MT578017,Severe acute respiratory syndrome-related coronavirus,29869,Bangladesh,Homo sapiens
LC553257,Severe acute respiratory syndrome-related coronavirus,29885,Japan,Homo sapiens
LC553258,Severe acute respiratory syndrome-related coronavirus,29888,Japan,Homo sapiens
LC553259,Severe acute respiratory syndrome-related coronavirus,29879,Japan,Homo sapiens
LC553260,Severe acute respiratory syndrome-related coronavirus,29886,Japan,Homo sapiens
LC553261,Severe acute respiratory syndrome-related coronavirus,29885,Japan,Homo sapiens
LC553262,Severe acute respiratory syndrome-related coronavirus,29883,Japan,Homo sapiens
LC553263,Severe acute respiratory syndrome-related coronavirus,29885,Japan,Homo sapiens
LC549340,Severe acute respiratory syndrome-related coronavirus,29903,Japan:Tokyo,Homo sapiens
MT568634,Severe acute respiratory syndrome-related coronavirus,29861,China: Guangzhou,Homo sapiens
MT568635,Severe acute respiratory syndrome-related coronavirus,29854,China: Guangzhou,Homo sapiens
MT568636,Severe acute respiratory syndrome-related coronavirus,29858,China: Guangzhou,Homo sapiens
MT568637,Severe acute respiratory syndrome-related coronavirus,29860,China: Guangzhou,Homo sapiens
MT568638,Severe acute respiratory syndrome-related coronavirus,29854,China: Guangzhou,Homo sapiens
MT568639,Severe acute respiratory syndrome-related coronavirus,29861,China: Guangzhou,Homo sapiens
MT568640,Severe acute respiratory syndrome-related coronavirus,29858,China: Guangzhou,Homo sapiens
MT568641,Severe acute respiratory syndrome-related coronavirus,29868,China: Guangzhou,Homo sapiens
MT568643,Severe acute respiratory syndrome-related coronavirus,29737,Bangladesh,Homo sapiens
MT568645,Severe acute respiratory syndrome-related coronavirus,29838,Morocco: Casablanca,Homo sapiens
MT569470,Severe acute respiratory syndrome-related coronavirus,29782,Serbia: Novi Sad,Homo sapiens
MT569471,Severe acute respiratory syndrome-related coronavirus,29782,Serbia: Kraljevo,Homo sapiens
MT569472,Severe acute respiratory syndrome-related coronavirus,29782,Serbia: Uzice,Homo sapiens
MT569473,Severe acute respiratory syndrome-related coronavirus,29782,Serbia: Kraljevo,Homo sapiens
MT569474,Severe acute respiratory syndrome-related coronavirus,29782,Serbia: Kraljevo,Homo sapiens
MT520172,Severe acute respiratory syndrome-related coronavirus,29860,USA: Massachusetts,Homo sapiens
MT520173,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,Homo sapiens
MT520174,Severe acute respiratory syndrome-related coronavirus,29877,USA: Massachusetts,Homo sapiens
MT520175,Severe acute respiratory syndrome-related coronavirus,29682,USA: Massachusetts,Homo sapiens
MT520176,Severe acute respiratory syndrome-related coronavirus,29845,USA: Massachusetts,Homo sapiens
MT520177,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,Homo sapiens
MT520178,Severe acute respiratory syndrome-related coronavirus,29870,USA: Massachusetts,Homo sapiens
MT520179,Severe acute respiratory syndrome-related coronavirus,29815,USA: Massachusetts,Homo sapiens
MT520180,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,Homo sapiens
MT520181,Severe acute respiratory syndrome-related coronavirus,29871,USA: Massachusetts,Homo sapiens
MT520182,Severe acute respiratory syndrome-related coronavirus,29838,USA: Massachusetts,Homo sapiens
MT520183,Severe acute respiratory syndrome-related coronavirus,29833,USA: Massachusetts,Homo sapiens
MT520184,Severe acute respiratory syndrome-related coronavirus,29866,USA: Massachusetts,Homo sapiens
MT520185,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,Homo sapiens
MT520186,Severe acute respiratory syndrome-related coronavirus,29830,USA: Massachusetts,Homo sapiens
MT520187,Severe acute respiratory syndrome-related coronavirus,29891,USA: Massachusetts,Homo sapiens
MT520188,Severe acute respiratory syndrome-related coronavirus,29844,USA: Massachusetts,Homo sapiens
MT520189,Severe acute respiratory syndrome-related coronavirus,29872,USA: Massachusetts,Homo sapiens
MT520190,Severe acute respiratory syndrome-related coronavirus,29758,USA: Massachusetts,Homo sapiens
MT520191,Severe acute respiratory syndrome-related coronavirus,29860,USA: Massachusetts,Homo sapiens
MT520192,Severe acute respiratory syndrome-related coronavirus,29856,USA: Massachusetts,Homo sapiens
MT520193,Severe acute respiratory syndrome-related coronavirus,29853,USA: Massachusetts,Homo sapiens
MT520194,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,Homo sapiens
MT520195,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,Homo sapiens
MT520196,Severe acute respiratory syndrome-related coronavirus,29825,USA: Massachusetts,Homo sapiens
MT520197,Severe acute respiratory syndrome-related coronavirus,29897,USA: Massachusetts,Homo sapiens
MT520198,Severe acute respiratory syndrome-related coronavirus,29856,USA: Massachusetts,Homo sapiens
MT520199,Severe acute respiratory syndrome-related coronavirus,29851,USA: Massachusetts,Homo sapiens
MT520200,Severe acute respiratory syndrome-related coronavirus,29861,USA: Massachusetts,Homo sapiens
MT520201,Severe acute respiratory syndrome-related coronavirus,29869,USA: Massachusetts,Homo sapiens
MT520202,Severe acute respiratory syndrome-related coronavirus,29687,USA: Massachusetts,Homo sapiens
MT520203,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,Homo sapiens
MT520204,Severe acute respiratory syndrome-related coronavirus,29862,USA: Massachusetts,Homo sapiens
MT520205,Severe acute respiratory syndrome-related coronavirus,29760,USA: Massachusetts,Homo sapiens
MT520206,Severe acute respiratory syndrome-related coronavirus,29849,USA: Massachusetts,Homo sapiens
MT520207,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,Homo sapiens
MT520208,Severe acute respiratory syndrome-related coronavirus,29799,USA: Massachusetts,Homo sapiens
MT520209,Severe acute respiratory syndrome-related coronavirus,29851,USA: Massachusetts,Homo sapiens
MT520210,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,Homo sapiens
MT520211,Severe acute respiratory syndrome-related coronavirus,29667,USA: Massachusetts,Homo sapiens
MT520212,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,Homo sapiens
MT520213,Severe acute respiratory syndrome-related coronavirus,29824,USA: Massachusetts,Homo sapiens
MT520214,Severe acute respiratory syndrome-related coronavirus,29850,USA: Massachusetts,Homo sapiens
MT520215,Severe acute respiratory syndrome-related coronavirus,29849,USA: Massachusetts,Homo sapiens
MT520216,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,Homo sapiens
MT520217,Severe acute respiratory syndrome-related coronavirus,29871,USA: Massachusetts,Homo sapiens
MT520218,Severe acute respiratory syndrome-related coronavirus,29875,USA: Massachusetts,Homo sapiens
MT520219,Severe acute respiratory syndrome-related coronavirus,29850,USA: Massachusetts,Homo sapiens
MT520220,Severe acute respiratory syndrome-related coronavirus,29898,USA: Massachusetts,Homo sapiens
MT520221,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,Homo sapiens
MT520222,Severe acute respiratory syndrome-related coronavirus,29844,USA: Massachusetts,Homo sapiens
MT520223,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,Homo sapiens
MT520224,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,Homo sapiens
MT520225,Severe acute respiratory syndrome-related coronavirus,29836,USA: Massachusetts,Homo sapiens
MT520226,Severe acute respiratory syndrome-related coronavirus,29703,USA: Massachusetts,Homo sapiens
MT520227,Severe acute respiratory syndrome-related coronavirus,29751,USA: Massachusetts,Homo sapiens
MT520228,Severe acute respiratory syndrome-related coronavirus,29842,USA: Massachusetts,Homo sapiens
MT520229,Severe acute respiratory syndrome-related coronavirus,29832,USA: Massachusetts,Homo sapiens
MT520230,Severe acute respiratory syndrome-related coronavirus,29852,USA: Massachusetts,Homo sapiens
MT520231,Severe acute respiratory syndrome-related coronavirus,29870,USA: Massachusetts,Homo sapiens
MT520232,Severe acute respiratory syndrome-related coronavirus,29840,USA: Massachusetts,Homo sapiens
MT520233,Severe acute respiratory syndrome-related coronavirus,29815,USA: Massachusetts,Homo sapiens
MT520234,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,Homo sapiens
MT520235,Severe acute respiratory syndrome-related coronavirus,29851,USA: Massachusetts,Homo sapiens
MT520236,Severe acute respiratory syndrome-related coronavirus,29872,USA: Massachusetts,Homo sapiens
MT520237,Severe acute respiratory syndrome-related coronavirus,29891,USA: Massachusetts,Homo sapiens
MT520238,Severe acute respiratory syndrome-related coronavirus,29830,USA: Massachusetts,Homo sapiens
MT520239,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,Homo sapiens
MT520240,Severe acute respiratory syndrome-related coronavirus,29846,USA: Massachusetts,Homo sapiens
MT520241,Severe acute respiratory syndrome-related coronavirus,29813,USA: Massachusetts,Homo sapiens
MT520242,Severe acute respiratory syndrome-related coronavirus,29712,USA: Massachusetts,Homo sapiens
MT520243,Severe acute respiratory syndrome-related coronavirus,29804,USA: Massachusetts,Homo sapiens
MT520244,Severe acute respiratory syndrome-related coronavirus,29859,USA: Massachusetts,Homo sapiens
MT520245,Severe acute respiratory syndrome-related coronavirus,29877,USA: Massachusetts,Homo sapiens
MT520246,Severe acute respiratory syndrome-related coronavirus,29853,USA: Massachusetts,Homo sapiens
MT520247,Severe acute respiratory syndrome-related coronavirus,29857,USA: Massachusetts,Homo sapiens
MT520248,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,Homo sapiens
MT520249,Severe acute respiratory syndrome-related coronavirus,29852,USA: Massachusetts,Homo sapiens
MT520250,Severe acute respiratory syndrome-related coronavirus,29815,USA: Massachusetts,Homo sapiens
MT520251,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,Homo sapiens
MT520252,Severe acute respiratory syndrome-related coronavirus,29855,USA: Massachusetts,Homo sapiens
MT520253,Severe acute respiratory syndrome-related coronavirus,29794,USA: Massachusetts,Homo sapiens
MT520254,Severe acute respiratory syndrome-related coronavirus,29797,USA: Massachusetts,Homo sapiens
MT520255,Severe acute respiratory syndrome-related coronavirus,29865,USA: Massachusetts,Homo sapiens
MT520256,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,Homo sapiens
MT520257,Severe acute respiratory syndrome-related coronavirus,29813,USA: Massachusetts,Homo sapiens
MT520258,Severe acute respiratory syndrome-related coronavirus,29880,USA: Massachusetts,Homo sapiens
MT520259,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,Homo sapiens
MT520260,Severe acute respiratory syndrome-related coronavirus,29841,USA: Massachusetts,Homo sapiens
MT520261,Severe acute respiratory syndrome-related coronavirus,29852,USA: Massachusetts,Homo sapiens
MT520262,Severe acute respiratory syndrome-related coronavirus,29864,USA: Massachusetts,Homo sapiens
MT520263,Severe acute respiratory syndrome-related coronavirus,29849,USA: Massachusetts,Homo sapiens
MT520264,Severe acute respiratory syndrome-related coronavirus,29862,USA: Massachusetts,Homo sapiens
MT520265,Severe acute respiratory syndrome-related coronavirus,29842,USA: Massachusetts,Homo sapiens
MT520266,Severe acute respiratory syndrome-related coronavirus,29881,USA: Massachusetts,Homo sapiens
MT520267,Severe acute respiratory syndrome-related coronavirus,29814,USA: Massachusetts,Homo sapiens
MT520268,Severe acute respiratory syndrome-related coronavirus,29684,USA: Massachusetts,Homo sapiens
MT520269,Severe acute respiratory syndrome-related coronavirus,29772,USA: Massachusetts,Homo sapiens
MT520270,Severe acute respiratory syndrome-related coronavirus,29840,USA: Massachusetts,Homo sapiens
MT520271,Severe acute respiratory syndrome-related coronavirus,29813,USA: Massachusetts,Homo sapiens
MT520272,Severe acute respiratory syndrome-related coronavirus,29871,USA: Massachusetts,Homo sapiens
MT520273,Severe acute respiratory syndrome-related coronavirus,29861,USA: Massachusetts,Homo sapiens
MT520274,Severe acute respiratory syndrome-related coronavirus,29749,USA: Massachusetts,Homo sapiens
MT520275,Severe acute respiratory syndrome-related coronavirus,29725,USA: Massachusetts,Homo sapiens
MT520276,Severe acute respiratory syndrome-related coronavirus,29873,USA: Massachusetts,Homo sapiens
MT520277,Severe acute respiratory syndrome-related coronavirus,29893,USA: Massachusetts,Homo sapiens
MT520278,Severe acute respiratory syndrome-related coronavirus,29879,USA: Massachusetts,Homo sapiens
MT520279,Severe acute respiratory syndrome-related coronavirus,29861,USA: Massachusetts,Homo sapiens
MT520280,Severe acute respiratory syndrome-related coronavirus,29825,USA: Massachusetts,Homo sapiens
MT520281,Severe acute respiratory syndrome-related coronavirus,29848,USA: Massachusetts,Homo sapiens
MT520282,Severe acute respiratory syndrome-related coronavirus,29834,USA: Massachusetts,Homo sapiens
MT520283,Severe acute respiratory syndrome-related coronavirus,29863,USA: Massachusetts,Homo sapiens
MT520284,Severe acute respiratory syndrome-related coronavirus,29876,USA: Massachusetts,Homo sapiens
MT520285,Severe acute respiratory syndrome-related coronavirus,29873,USA: Massachusetts,Homo sapiens
MT520286,Severe acute respiratory syndrome-related coronavirus,29791,USA: Massachusetts,Homo sapiens
MT520287,Severe acute respiratory syndrome-related coronavirus,29836,USA: Massachusetts,Homo sapiens
MT520288,Severe acute respiratory syndrome-related coronavirus,29860,USA: Massachusetts,Homo sapiens
MT520289,Severe acute respiratory syndrome-related coronavirus,29869,USA: Massachusetts,Homo sapiens
MT520290,Severe acute respiratory syndrome-related coronavirus,29828,USA: Massachusetts,Homo sapiens
MT520291,Severe acute respiratory syndrome-related coronavirus,29813,USA: Massachusetts,Homo sapiens
MT520292,Severe acute respiratory syndrome-related coronavirus,29854,USA: Massachusetts,Homo sapiens
MT520293,Severe acute respiratory syndrome-related coronavirus,29718,USA: Massachusetts,Homo sapiens
MT520294,Severe acute respiratory syndrome-related coronavirus,29681,USA: Massachusetts,Homo sapiens
MT520295,Severe acute respiratory syndrome-related coronavirus,29780,USA: Massachusetts,Homo sapiens
MT520296,Severe acute respiratory syndrome-related coronavirus,29866,USA: Massachusetts,Homo sapiens
MT520297,Severe acute respiratory syndrome-related coronavirus,29688,USA: Massachusetts,Homo sapiens
MT520298,Severe acute respiratory syndrome-related coronavirus,29833,USA: Massachusetts,Homo sapiens
